Número;Ticket#;Antigüedad;Título;Creado;Last Changed;Fecha de cierre;Cola;Estado;Prioridad;Tiempo contabilizado;SolutionTime;Proceso;Actividad;Cliente;Parche;Estandar;Soporte;Estado de implementacion;Parche Normalizado;Resultado del pasaje;Fecha de aplicacion en TEST;Fecha de aplicacion en PROD;OT;Horas NM;Tipo;Dificultad;Consultor;Estado Desarrollo de OTs;OT Dependiente;Fecha Desarrollo Iniciado;Fecha Fin de Desarrollo;Desarrollador;Fecha Estimada de Entrega;Ticket;Funcional;Modulo / Entidad
208;2022030801000071;114 d 8 h ;Modificar SP_X_BF_EXPORT_OP_BT (Exportador BT) 2;2022-03-08 11:01:18;2022-06-02 10:01:36;2022-06-02 10:01:36;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220311bf-03;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_BF_20220308_01;0.5;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-11 11:42:00;2022-03-14 09:37:00;gpg;2022-03-11 11:42:00;;;
209;2022030801000188;114 d 2 h ;Cambiar de estrategia a Tramite de Ajuste BT;2022-03-08 16:25:51;2022-03-11 18:06:30;2022-03-11 18:06:30;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220309bf-02;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;sin OT;0.5;TRA;1;Nestor Paladino;Desarrollo Finalizado;;2022-03-09 17:53:00;2022-03-11 13:17:00;eis;2022-03-09 17:53:00;;;
210;2022030901000186;113 d 1 h ;Posibilidad de Lanzar el tramite de Originacion de Tarjetas desde WEBFLOW;2022-03-09 17:20:42;2022-04-24 00:49:04;2022-04-24 00:49:05;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220309ch-01;Unchecked;Unchecked;En prueba TEST;;Correcto;;;SIN_OT;4;TRA;1;Armando J. Bohorquez;Finalizado;;2022-03-09 17:25:00;2022-03-10 09:55:00;gpg;2022-03-09 17:25:00;;;
211;2022031001000156;112 d 2 h ;Configuración Estandar de HomeBanking y parche de configuración custom para La Anonima.;2022-03-10 16:15:59;2022-04-24 00:46:57;2022-04-24 00:46:57;Consultoría::Para Testear Cliente;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;La Anonima;"co20220310-01;co20220310la-03";Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;SIN_OT;3;SQL;1;Armando J. Bohorquez;Finalizado;;2022-03-10 14:00:00;2022-03-14 12:49:00;mes;2022-03-11 12:00:00;;;
212;2022031101000154;111 d 1 h ;Modificación del Resumen Unificado;2022-03-11 17:29:09;2022-04-24 00:46:23;2022-04-24 00:46:23;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220311ch-01;Unchecked;Unchecked;En prueba TEST;;Correcto;;;SIN_OT;4;ABM;2;Armando J. Bohorquez;Finalizado;;2022-03-11 17:33:00;2022-03-14 12:48:00;gpg;2022-03-11 17:33:00;;;
213;2022031401000069;108 d 2 h ;Estrategia Export BT y COM;2022-03-14 16:40:43;2022-04-20 11:27:06;2022-04-20 11:27:06;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220315bf-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_BF_20220311_01;1;TRA;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-15 09:00:00;2022-03-16 10:45:00;mes;2022-03-15 13:00:00;;;
214;2022031401000078;108 d 1 h ;Comahue Retenciones y funciones EOM;2022-03-14 17:25:01;2022-03-23 16:45:07;2022-03-23 16:45:07;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220314-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;SIN_OT;3;SQL;2;Armando J. Bohorquez;Desarrollo Finalizado;;2022-03-14 17:47:00;2022-03-21 09:09:00;gpg;2022-03-14 17:47:00;;;
215;2022031501000021;107 d 9 h ;Error. Herramienta Ejecucion Garantías. No valida si existe novedad periodo anterior;2022-03-15 09:49:29;2022-03-17 08:41:31;2022-03-17 08:41:25;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220315bf-02;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;SIN OT;1;DLG;3;Nestor Paladino;Desarrollo Finalizado;;2022-03-15 11:00:00;2022-03-16 10:48:00;mes;2022-03-15 18:00:00;;;
216;2022031501000049;107 d 9 h ;Corregir el dlg_resumen_prestamo;2022-03-15 10:01:34;2022-03-17 08:42:23;2022-03-17 08:38:56;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220315-02;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;SIN OT;2;DLG;3;Nestor Paladino;Desarrollo Finalizado;;2022-03-15 15:34:00;2022-03-16 09:28:00;gpg;2022-03-15 15:34:00;;;
217;2022031501000111;107 d 6 h ;SP Importador Provincia Net Offline.;2022-03-15 12:40:10;2022-05-23 16:18:53;;Consultoría::Para Testear Cliente;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220318la-04;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_LA_20220311_01;2;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-18 12:32:00;2022-03-25 09:39:00;eis;2022-03-18 12:32:00;;;
218;2022031501000129;107 d 6 h ;SP Importador Cobro Express  Reversas.;2022-03-15 12:44:22;2022-05-23 16:19:27;;Consultoría::Para Testear Cliente;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;xo20220321la-01,co20220321la-04;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220311_02;2;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-21 09:59:00;2022-03-23 10:18:00;grp;2022-03-21 17:59:00;;;
219;2022031501000138;107 d 6 h ;SP Importador Provincia Net Reversas.;2022-03-15 12:46:56;2022-05-23 16:19:56;;Consultoría::Para Testear Cliente;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220318la-05;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_LA_20220311_03;2;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-17 13:49:00;2022-03-23 09:49:00;jm;2022-03-17 15:49:00;;;
220;2022031601000092;106 d 3 h ;Modificación del abmprovincias para que soporte un nivel inferior que opere sobre la tabla localidades;2022-03-16 16:00:51;2022-04-24 00:04:44;2022-04-24 00:04:39;Cerrados;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Estandar;co20220317-01;Unchecked;Unchecked;En prueba TEST;;Correcto;;;SIN_OT;3;ABM;2;Armando J. Bohorquez;Finalizado;;2022-03-17 09:00:00;2022-03-18 12:43:00;mes;2022-03-17 13:00:00;;;
221;2022031701000063;105 d 7 h ;Distribuir reporte de Trámites de Cereo;2022-03-17 12:08:26;2022-03-31 21:36:19;2022-03-31 21:36:19;Desarrollo de Software::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Estandar;co20220317-03;Checked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;SIN OT;2;REP;1;Andres Veiga;Desarrollo Finalizado;;2022-03-17 13:30:00;2022-03-21 08:46:00;mes;2022-03-17 18:00:00;;;
222;2022031701000072;105 d 6 h ;Modificación ABMPERMISOSGRAL.CGI;2022-03-17 12:12:46;2022-04-06 08:22:58;2022-04-06 08:22:58;Desarrollo de Software::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Estandar;co20220322-02;Checked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;SIN OT;8;WIZ;1;Daniel Veiga;Desarrollo Finalizado;;2022-03-18 09:00:00;2022-04-04 15:41:00;mes;2022-03-23 12:00:00;;;
223;2022031701000081;105 d 6 h ;Cambio de contraseñas en usuario ADV;2022-03-17 12:19:45;2022-04-24 00:05:03;2022-04-24 00:05:03;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Estandar;"co20220317-02;xo20220317d1-01;xo20220317d2-01;xo20220317d3-01";Checked;Unchecked;En prueba TEST;Unchecked;Correcto;;;SIN OT;1.5;ABM;1;Armando J. Bohorquez;Finalizado;;2022-03-17 13:00:00;2022-03-18 15:46:00;mes;2022-03-17 18:00:00;;;
224;2022031701000091;105 d 5 h ;Importador Pagos Mis Cuentas;2022-03-17 14:00:12;2022-05-23 16:22:35;;Consultoría::Para Testear Cliente;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220321la-01;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220308_01;4;SQL;4;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-21 09:25:00;2022-03-22 11:01:00;gpg;2022-03-21 09:25:00;;;
225;2022031701000107;105 d 5 h ;Exportador Pagos Mis Cuentas;2022-03-17 14:08:02;2022-05-23 16:23:02;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220329la-02;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_LA_20220308_03;;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-21 09:23:00;2022-04-18 15:30:00;jm;2022-03-21 09:23:00;;;
226;2022031701000143;105 d 2 h ;Ajuste para  Estrategia  Estados de Garantía del  Trámite de Ejecución de Garantía Fogar;2022-03-17 16:40:54;2022-06-02 10:01:53;2022-06-02 10:01:53;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220317bf-02;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_BF_20220316_01;;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-17 17:15:00;2022-04-28 10:19:00;gpg;2022-03-17 17:15:00;;;
227;2022031701000152;105 d 1 h ;Exportador Cobranzas Pago Fácil(BASE POSITIVA);2022-03-17 17:53:24;2022-05-23 16:24:05;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;xo20220330la-01,co20220330la-03;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220315_01;16;EXP;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-21 10:20:00;2022-03-31 10:09:00;grp;2022-03-28 17:20:00;;;
228;2022031801000061;104 d 3 h ;Importador Link Pagos;2022-03-18 15:34:15;2022-05-23 16:24:34;;Consultoría::Para Testear Cliente;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220325la-02;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220314_01;8;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-22 16:30:00;2022-03-28 11:57:00;jm;2022-03-23 16:30:00;;;
229;2022032101000073;101 d 9 h ;Modificar SP_X_BF_EXPORT_OP_BT (CBU_PROVEEDOR);2022-03-21 09:53:27;2022-06-02 10:02:17;2022-06-02 10:02:17;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220404bf-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_BF_20220315_01;0.5;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-04-04 12:54:00;2022-04-05 11:42:00;gpg;2022-04-04 12:54:00;;;
230;2022032101000126;101 d 6 h ;Temas Visir Correcciones VTEX;2022-03-21 12:51:25;2022-05-17 14:03:40;2022-05-17 14:03:40;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;En TEST/Revisión Con...;Visir;co20220321vs-01;Unchecked;Unchecked;En prueba TEST;;Correcto;;;SIN_OT;10;ABM;1;Armando J. Bohorquez;Desarrollo Finalizado;;2022-03-21 14:00:00;2022-03-21 16:45:00;mes;2022-03-21 18:00:00;;;
231;2022032101000135;101 d 6 h ;Trámite Cancelación Anticipada;2022-03-21 13:04:45;2022-05-23 16:28:14;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220406la-01;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220321_03;6;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-04-06 16:19:00;2022-04-07 09:41:00;gpg;2022-04-06 16:19:00;;;
232;2022032101000162;101 d 4 h ;Trámite de Anulación;2022-03-21 14:56:45;2022-05-23 16:28:47;;Consultoría::Para Testear Cliente;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220323la-01;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220321_02;2;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-23 11:57:00;2022-03-25 12:34:00;gpg;2022-03-23 11:57:00;;;
233;2022032101000181;101 d 3 h ;Importador de Préstamos;2022-03-21 15:44:34;2022-05-17 08:20:57;2022-05-17 08:20:57;Soporte Técnico Software::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Sancor;co20220419-01;Unchecked;Unchecked;Para implementar en PROD;Checked;Correcto;;;OT_SA_20220321_01;8;IMP;4;Juan Fernandez;Desarrollo Finalizado;;2022-04-19 11:46:00;2022-04-28 10:33:00;gpg;2022-04-19 11:46:00;;;
234;2022032101000279;101 d 0 h ;Trámite Corte de Devengamiento;2022-03-21 18:22:58;2022-05-23 16:29:06;;Consultoría::Para Testear Cliente;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220322la-03;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_LA_20220321_03;2;TRA;3;Juan Fernandez;Desarrollo Finalizado;;2022-03-22 14:03:00;2022-03-23 10:43:00;eis;2022-03-22 17:03:00;;;
235;2022032201000053;100 d 8 h ;Agregar campo a tabla para exportador Trimestral garantías auditor;2022-03-22 10:12:37;2022-04-22 08:40:20;2022-04-22 08:40:20;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220331bf-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_BF_20220322_01;0.5;SQL;3;Nestor Paladino;Desarrollo Finalizado;;2022-03-31 14:42:00;2022-04-01 09:03:00;eis;2022-03-31 14:42:00;;;
236;2022032201000142;100 d 5 h ;Modificaciones comahue;2022-03-22 13:14:18;2022-04-08 18:56:29;2022-04-08 18:56:29;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220321ch-01 co20220321-02;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;SIN OT;7;SQL;1;Armando J. Bohorquez;Desarrollo Finalizado;;2022-03-22 13:16:00;2022-03-25 22:35:00;sak;2022-03-22 13:16:00;;;
237;2022032201000161;100 d 5 h ;Configuraciones Mati;2022-03-22 13:19:38;2022-03-23 17:45:10;2022-03-23 17:45:10;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;PlusCred;co20220321pd-01 co20220322-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;SIN OT;4;SQL;2;Andres Veiga;Desarrollo Finalizado;;2022-03-22 15:59:00;2022-03-23 07:44:00;sak;2022-03-22 15:59:00;;;
238;2022032201000188;100 d 5 h ;Adapatación de dlg_resumen_tarjeta con resumenes historicos;2022-03-22 13:24:11;2022-04-23 15:18:23;2022-04-23 15:18:23;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220323-01;Checked;Unchecked;En prueba TEST;;Correcto;;;SIN OT;4;DLG;7;Armando J. Bohorquez;Finalizado;;2022-03-23 10:27:00;2022-03-25 12:36:00;gpg;2022-03-23 10:27:00;;;
239;2022032301000088;99 d 2 h ;Modelo de mail MetaMap;2022-03-23 16:39:06;2022-03-28 08:29:13;2022-03-28 08:29:13;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;PlusCred;co20220323pd-01 co20220323-03;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;SIN OT;1;SQL;1;Andres Veiga;Desarrollo Finalizado;;2022-03-23 16:40:00;2022-03-25 07:51:00;sak;2022-03-23 16:40:00;;;
240;2022032501000057;97 d 8 h ;OT_CH_20220325_01 Colorear campos obligatorios;2022-03-25 10:21:21;2022-03-31 21:37:10;2022-03-31 21:37:10;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220325ch-02;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_CH_20220325_01;1;SQL;1;Diego Bonino;Desarrollo Finalizado;;2022-03-25 13:37:00;2022-03-25 22:28:00;gpg;2022-03-25 13:37:00;;;
241;2022032501000075;97 d 7 h ;Trámite Pres - Desconocimiento de Producto;2022-03-25 11:15:34;2022-05-23 16:29:32;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220330la-01 , co20220404la-02;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_LA_20220317_02;5;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-30 11:48:00;2022-04-05 11:32:00;gpg;2022-03-30 17:48:00;;;
242;2022032501000084;97 d 7 h ;Trámite Corrimiento de Cuota;2022-03-25 11:26:31;2022-05-23 16:30:07;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220404la-01;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220318_01;6;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-30 17:01:00;2022-04-05 09:52:00;grp;2022-04-01 17:01:00;;;
243;2022032501000093;97 d 7 h ;Modificaciones Comahue;2022-03-25 11:50:16;2022-04-08 18:58:14;2022-04-08 18:58:14;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220325ch-01 , co20220325-02;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;SIN_OT;4;CGI;2;Armando J. Bohorquez;Desarrollo Finalizado;;2022-03-25 12:15:00;2022-03-25 23:02:00;gpg;2022-03-25 12:15:00;;;
244;2022032501000128;97 d 4 h ;OT_CH_20220323_01 Ajuste desc. haberes;2022-03-25 14:11:57;2022-03-29 17:09:45;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;Comahue;co20220329ch-02;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_CH_20220323_01;1;SQL;1;Diego Bonino;Desarrollo Finalizado;;2022-03-29 10:33:00;2022-03-29 17:09:00;gpg;2022-03-29 10:33:00;;;
245;2022032501000146;97 d 4 h ;OT_CH_20220324_01 agregar un campo al wiz de originacion;2022-03-25 14:16:20;2022-03-31 21:39:05;2022-03-31 21:39:05;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220329ch-03;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_CH_20220324_01;1;WIZ;1;Diego Bonino;Desarrollo Finalizado;;2022-03-29 11:37:00;2022-03-29 17:12:00;gpg;2022-03-29 11:37:00;;;
246;2022032501000155;97 d 4 h ;OT_CH_20220324_02 generacion archivo Cipoll;2022-03-25 14:18:33;2022-03-29 17:14:41;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;Comahue;co20220329ch-04;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_CH_20220324_02;4;ABM;1;Diego Bonino;Desarrollo Finalizado;;2022-03-29 13:32:00;2022-03-29 17:14:00;gpg;2022-03-29 13:32:00;;;
247;2022032501000191;97 d 2 h ;diferencia en la cuota del préstamo;2022-03-25 16:12:14;2022-04-06 15:00:42;2022-04-06 15:00:42;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220329-02;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;S/OT;2;SQL;1;Diego Bonino;Desarrollo Finalizado;;2022-03-29 15:52:00;2022-04-06 09:13:00;gpg;2022-03-29 15:52:00;;;
248;2022032501000208;97 d 2 h ;OT_CH_20220325_02 tramite alta de plástico para adicional;2022-03-25 16:55:03;2022-03-31 21:38:34;2022-03-31 21:38:34;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220329-03 , co20220329ch-05;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_CH_20220325_02;2;CGI;1;Diego Bonino;Desarrollo Finalizado;;2022-03-29 17:06:00;2022-03-31 09:17:00;gpg;2022-03-29 17:06:00;;;
249;2022032501000226;96 d 21 h ;OT_PD_20220325_01: Ampliación de SP_MJE_DESPACHAR;2022-03-25 21:33:46;2022-04-26 13:15:39;2022-04-26 13:15:39;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;PlusCred;co20220329-01 co20220329-04 co20220329-05 co20220329-06 co20220330-02 co20220330cr-01;Checked;Unchecked;Para implementar en PROD;;Correcto;;;OT_PD_20220325_01;1;SQL;4;Andres Veiga;Desarrollo Finalizado;;2022-04-18 12:24:00;2022-04-18 12:25:00;sak;2022-04-18 12:24:00;;;
250;2022032701000035;95 d 0 h ;OT_BF_20220325_01: Modificación de MONEDAS_HISTORICO;2022-03-27 18:22:51;2022-04-28 14:29:26;2022-04-28 14:29:26;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220331-01;Checked;Unchecked;Para implementar en PROD;;Correcto;;;OT_BF_20220325_01;1;SQL;1;Andres Veiga;Desarrollo Finalizado;;2022-03-31 11:48:00;2022-04-01 09:04:00;eis;2022-03-31 11:48:00;;;
251;2022032701000044;95 d 0 h ;OT_BF_20220325_02: Modificación de la Ventana de Carga de Cotizaciones Históricas;2022-03-27 18:26:52;2022-04-28 14:39:03;2022-04-28 14:39:03;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;"co20220405-01;co20220428-01";Checked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_BF_20220325_02;6;CGI;5;Andres Veiga;Desarrollo Finalizado;;2022-04-04 16:37:00;2022-04-28 10:11:00;jm;2022-04-05 16:37:00;;;
252;2022032701000053;95 d 0 h ;OT_BF_20220325_03: Modificar el Wizard de Importación de Cotizaciones Históricas;2022-03-27 18:28:58;2022-04-28 14:36:54;2022-04-28 14:36:54;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220401-02;Checked;Unchecked;Para implementar en PROD;;Correcto;;;OT_BF_20220325_03;2;WIZ;2;Andres Veiga;Desarrollo Finalizado;;2022-04-01 17:12:00;2022-04-04 10:08:00;gpg;2022-04-01 17:12:00;;;
253;2022032701000062;95 d 0 h ;OT_BF_20220325_04: Modificación de SP_X_BF_IMP_DOLAR_BNA;2022-03-27 18:30:40;2022-04-27 08:21:46;2022-04-27 08:21:46;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220404bf-02;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_BF_20220325_04;2;SQL;3;Andres Veiga;Desarrollo Finalizado;;2022-04-04 13:37:00;2022-04-05 11:44:00;gpg;2022-04-04 13:37:00;;;
254;2022032801000113;94 d 4 h ;Trámite Revocación de Préstamos;2022-03-28 14:57:16;2022-05-23 16:30:36;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220330la-04;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220325_01;6;TRA;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-29 16:54:00;2022-03-31 10:38:00;jm;2022-03-30 14:54:00;;;
255;2022032801000122;94 d 2 h ;Webservice Revocación de Préstamos;2022-03-28 16:27:53;2022-05-23 16:31:10;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220407la-06;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_LA_20220325_02;6;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-04-07 17:16:00;2022-04-11 09:14:00;grp;2022-04-08 17:16:00;;;
256;2022032801000141;94 d 1 h ;Trámite Pres - Pagos no Imputados;2022-03-28 18:06:39;2022-05-23 16:32:12;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220405la-02;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220225_03;5;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-04-05 15:50:00;2022-04-06 10:09:00;gpg;2022-04-05 15:50:00;;;
257;2022032901000157;93 d 6 h ;Ajustes ventana del ABM de Modelos de escritos.;2022-03-29 12:57:07;2022-04-13 15:16:10;2022-04-13 15:16:10;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Estandar;co20220404-02;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_WF_20220329_01;1;ABM;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-04-04 15:00:00;2022-04-05 09:11:00;mes;2022-04-04 18:00:00;;;
258;2022033001000056;92 d 8 h ;"Ajustes  ""Trámite Fallecimiento"" Plantilla.";2022-03-30 11:02:31;2022-06-21 08:58:10;;Consultoría::Para Testear Cliente;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220405la-01;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220329_01;2;TRA;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-04-05 09:43:00;2022-04-06 09:23:00;mes;2022-04-05 18:00:00;;;
259;2022033001000074;92 d 6 h ;Impletancion del wizzard de FR a demo01;2022-03-30 12:20:12;2022-04-24 00:45:15;2022-04-24 00:45:15;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Estandar;co20220330d1-02;Unchecked;Unchecked;En prueba TEST;;Correcto;;;SIN_OT;4;OTR;1;Armando J. Bohorquez;Finalizado;;2022-03-30 09:00:00;2022-04-01 14:46:00;mes;2022-03-30 18:00:00;;;
260;2022033101000036;91 d 8 h ;OT_BF_20220331_01: ABM de Tipos de Préstamos;2022-03-31 10:13:35;2022-04-11 13:01:25;2022-04-11 13:01:25;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220330-00;Checked;Unchecked;Para implementar en PROD;Checked;Correcto;;;OT_BF_20220331_01;2;ABM;4;Andres Veiga;Desarrollo Finalizado;;2022-03-31 13:55:00;2022-04-01 10:21:00;jm;2022-03-31 16:55:00;;;
261;2022033101000072;91 d 6 h ;WS Datos SAIEP;2022-03-31 12:20:03;2022-05-23 16:36:20;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220407la-03;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220331_01;3;WSC;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-04-07 09:30:00;2022-04-08 09:38:00;mes;2022-04-07 18:00:00;;;
